name,description,start_year,start_month,start_day,end_year,end_month,end_day,source_incident_detection_disclosure,source_incident_detection_disclosure_hashed,incident_type,incident_type_hashed,receiver_name,receiver_category,receiver_category_subcode,receiver_category_subcode_hashed,initiator_name,initiator_category,number_of_attributions,attribution_ID,attribution_type,attribution_type_grouped,attribution_type_grouped_hashed,attribution_basis,attribution_basis_grouped,attribution_basis_grouped_hashed,attributing_actor,attributing_country_grouped,attributed_initiator,attributed_initiator_grouped,attributed_initiator_encoded,attributed_initiator_country_grouped,attributed_initiator_category,attributed_initiator_category_grouped,attributed_initiator_category_grouped_hashed,sources_attribution,cyber_conflict_issue,cyber_conflict_issue_grouped,offline_conflict_issue,offline_conflict_issue_grouped,offline_conflict_issue_hashed,offline_conflict_issue_subcode_grouped,offline_conflict_intensity,offline_conflict_intensity_encoded,offline_conflict_intensity_subcode,offline_conflict_intensity_subcode_encoded,number_of_political_responses,political_response_year,political_response_month,political_response_day,political_response_type,political_response_type_subcode,political_response_type_subcode_grouped,political_response_type_subcode_encoded,political_response_continent,political_response_actor,zero_days,zero_days_encoded,MITRE_initial_access,MITRE_initial_access_grouped,MITRE_initial_access_encoded,MITRE_impact,MITRE_impact_grouped,MITRE_impact_encoded,user_interaction,user_interaction_encoded,has_disruption,data_theft,data_theft_encoded,disruption,disruption_encoded,hijacking,hijacking_encoded,physical_effects_spatial,physical_effects_spatial_encoded,physical_effects_temporal,physical_effects_temporal_encoded,unweighted_cyber_intensity,target_multiplier,target_multiplier_encoded,weighted_cyber_intensity,impact_indicator,impact_indicator_encoded,impact_indicator_value,functional_impact,functional_impact_encoded,intelligence_impact,intelligence_impact_grouped,intelligence_impact_encoded,political_impact_affected_entities,political_impact_affected_entities_exact_value,political_impact_third_countries,political_impact_third_countries_exact_value,economic_impact,economic_impact_exact_value,economic_impact_currency,economic_impact_currency_encoded,state_responsibility_indicator,state_responsibility_indicator_encoder,IL_breach_indicator,IL_breach_indicator_grouped,IL_breach_indicator_grouped_hashed,IL_breach_indicator_subcode,IL_breach_indicator_subcode_grouped,IL_breach_indicator_subcode_encoded,evidence_for_sanctions_indicator,evidence_for_sanctions_indicator_encoded,number_of_legal_responses,legal_response_year,legal_response_month,legal_response_day,legal_response_type,legal_response_type_subcode,legal_response_actor,legal_attribution_reference,legal_attribution_reference_subcode,legal_response_indicator,legal_response_indicator_encoded,sources_url,receiver__Africa,receiver__Asia,receiver__Australia,receiver__Europe,receiver__North America,receiver__South America,initiator_Africa,initiator_Asia,initiator_Europe,initiator_North America,initiator_South America,attributed_initiator_Africa,attributed_initiator_Asia,attributed_initiator_Europe,attributed_initiator_North America,attributed_initiator_South America,offline_conflict_issue_subcode_Africa,offline_conflict_issue_subcode_Asia,offline_conflict_issue_subcode_Europe,offline_conflict_issue_subcode_North America,offline_conflict_issue_subcode_South America,legal_response_continent
Black Cat/AlphV ransomware group gained access to file systems of Indian Sun Pharmaceuticals and stole certain data,"The Black Cat/AlphV ransomware group gained access to certain file systems of Indian Sun Pharmaceuticals and stole internal company and personal data, the firm disclosed in incident notification letters on 2 and 26 March 2023. Communications from the fourth largest manufacturer of generic drugs did not immediately clarify whether data on compromised systems was also encrypted.
Black Cat/AlphV claimed responsibility for this ransomware attack on its own website on 24 March 2023. 
",2023,1,1,,,,victim,[9],Data theft; Hijacking with Misuse,"[824, 361]",Sun Pharmaceuticals,Critical infrastructure,Health,[992],BlackCat,Non-state-group,1,16017,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Media Reports,[235],Attacker confirms,Media Reports; Self-Attribution,"[235, 615]",BlackCat,,BlackCat,Ransomware Groups,5,,Non-state-group,Non-State Actors,[61],therecord.media,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Data Exfiltration,Data-related Actions,2,Not available,0,False,Non-Sensitive Info,1,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,3,Moderate - high political importance,0,3.0,Low,0,6.0,No system interference/disruption,3.0,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Minor data impact,2,1-10,1.0,1-10,1.0,Not available,0.0,euro,1.0,None/Negligent,2,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]","Civic / political rights; Economic, social and cultural rights",Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Unknown hacker stole cryptocurrencies worth 197 million USD from Euler Finance,"On 13 March 2023, the UK cryptocurrency lending platform Euler Finance was attacked by an unknown hacker stealing assets worth 197 million USD. The platform subsequently offered a 1 million USD reward for information on the attacker. Chainanalysis reported that on 17 March 100 ETH of the funds stolen in the Euler hack were transferred to a wallet that had previously received funds stolen in the Axie Infinity Ronin Bridge hack traced to the North Korea-backed Lazarus group. It remained unclear whether the Euler hack bore any relation to Lazarus or whether the money transfer was an attempt at misdirection by another group. After a few days, a hacker under the pseudonym ""Jacob"" appeared to speak for the responsible group and proclaimed the intention to repay the money. As of 4 April, the entirety of the 197 million USD had been returned to the ETH protocol.",2023,3,13,2023.0,3.0,13.0,victim,[9],Data theft; Hijacking without Misuse,"[824, 367]",Euler Finance,Critical infrastructure,Finance,[949],Jacob,Individual hacker(s),1,16015,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Media Reports,[235],Attacker confirms,Media Reports; Self-Attribution,"[235, 615]",Jacob,,Jacob,,6,,Individual hacker(s),Individual Actors,[1],etherscan,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Exploit Public-Facing Application,Brute Force and Network Attacks,0,Data Exfiltration,Data-related Actions,2,Not available,0,False,Sensitive Info,3,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,4,Moderate - high political importance,0,4.0,Low,0,7.0,No system interference/disruption,3.0,"Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data",Data corruption or major breach,0,1-10,1.0,1-10,1.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,hackread,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
South Asian APT group Bitter gained access to networks in the Chinese nuclear energy industry,"The South Asian APT group Bitter gained access to networks in the Chinese nuclear energy industry for espionage purposes, according to Israeli IT security firm Intezer. 
The incident appears to be a continuation of a cyber campaign against the Chinese military as well as energy industries and other commercial targets that became public in 2021. ",2023,1,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available,Critical infrastructure,Energy,[942],BITTER,Unknown - not attributed,1,16018,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Technical Reports,[596],IT-security community attributes attacker,Technical Reports,[596],Intezer Analyze,Asia,BITTER,,6,Asia,Unknown - not attributed,Unattributed,[164],intezer,International power,Power and Authority,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Phishing,Deception and Manipulation,1,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,1.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,twitter,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,
Multiple threat actors infected mobile financial apps using the Android banking malware Nexus since June 2022,"Multiple threat actors infected mobile financial apps using the Android banking malware Nexus since June 2022, Italian IT security firm Cleafy reported on 21 March 2023. 
Following the promotion of the Nexus malware in several underground hacker forums in early January 2023, offering Nexus as a malware-as-a-service (MaaS) package for $3,000 per month, several unidentified threat actors are believed to have picked up the tool.
Nexus contains a list of 450 pre-set targets as well as the possibility to request custom targeting capabilities. These configurations have made it difficult to pinpoint specific targets beyond the general focus on account takeover attacks directed against mobile banking applications and cryptocurrency services. IT researcher 0xrb noted Nexus malware infections in Turkey on 9 March. 
In an indication of their operational base, Nexus developers have barred attacks against targets in Indonesia, Russia, and other countries of the Commonwealth of Independent States.",2022,6,1,,,,"attacker; third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","[304, 935]",Hijacking without Misuse,[367],Not available - Not available,Critical infrastructure,Finance,[949],Not available,Not available,1,16026,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Trusted Relationship,Deception and Manipulation,1,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Low,0,7.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,201-500,450.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,darkreading,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Multiple threat actors infected mobile financial apps using the Android banking malware Nexus since June 2022,"Multiple threat actors infected mobile financial apps using the Android banking malware Nexus since June 2022, Italian IT security firm Cleafy reported on 21 March 2023. 
Following the promotion of the Nexus malware in several underground hacker forums in early January 2023, offering Nexus as a malware-as-a-service (MaaS) package for $3,000 per month, several unidentified threat actors are believed to have picked up the tool.
Nexus contains a list of 450 pre-set targets as well as the possibility to request custom targeting capabilities. These configurations have made it difficult to pinpoint specific targets beyond the general focus on account takeover attacks directed against mobile banking applications and cryptocurrency services. IT researcher 0xrb noted Nexus malware infections in Turkey on 9 March. 
In an indication of their operational base, Nexus developers have barred attacks against targets in Indonesia, Russia, and other countries of the Commonwealth of Independent States.",2022,6,1,,,,"attacker; third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","[304, 935]",Hijacking without Misuse,[367],Not available - Not available,Critical infrastructure,Finance,[949],Not available,Not available,1,16026,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Trusted Relationship,Deception and Manipulation,1,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Low,0,7.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,201-500,450.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,darkreading,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Chinese cyber espionage group executed initial phases of attacks against Middle Eastern telecom providers in 2023,"SentinelLabs and QGroup report initial phases of attacks against Middle Eastern telecommunication providers in 2023, focused on stealing credentials. Upon the successful theft of login information, the observed attackers paused their activities, indicating a multi-phase strategy that separates the use of backdoors and efforts to ensure persistence from the activities to obtain credentials and access. The reporting cybersecurity companies consider it highly likely that these attacks were carried out by a Chinese cyber espionage actor linked to Operation Soft Cell and conclude with moderate certainty that Gallium, one of the threat actors associated with Soft Cell, is involved in the attacks. On April 20, Symantec reported on a continuation of the attack, stating that two subsidiaries of the affected Middle Eastern telecommunication companies in Asia and Africa have been compromised for intelligence gathering purposes by the Chinese APT Othorene (aka Gallium), with potential links to APT41. ",2023,1,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available,Critical infrastructure,Telecommunications,[567],UNC 2814/Granite Typhoon fka GALLIUM/SOFTCELL/OTHORENE,"Non-state actor, state-affiliation suggested",1,16027; 16027; 16027; 16027,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Technical Reports,[596],IT-security community attributes attacker; IT-security community attributes attacker; IT-security community attributes attacker; IT-security community attributes attacker,Technical Reports,[596],SentinelOne; SentinelOne; QGroup; QGroup,"North America, Europe",UNC 2814/Granite Typhoon fka GALLIUM/SOFTCELL/OTHORENE; UNC 2814/Granite Typhoon fka GALLIUM/SOFTCELL/OTHORENE; UNC 2814/Granite Typhoon fka GALLIUM/SOFTCELL/OTHORENE; UNC 2814/Granite Typhoon fka GALLIUM/SOFTCELL/OTHORENE,,6,Asia,"Non-state actor, state-affiliation suggested",Non-State Actors,[61],sentinelone,International power,Power and Authority,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Exploit Public-Facing Application,Brute Force and Network Attacks,0,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Indirect (knowingly sanctioning / ordering / ideological / material support by official members of state entities/agencies/units for officially non-state-actors),1,Cyber espionage; International telecommunication law; Sovereignty,Cyber and Technology Law; Conflict and Security Law,"[688, 564]",Non-state actors,Actors,0,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Countermeasures under international law justified (state-atttribution & breach of international law),0,thehackernews,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,
"New APT group Bad Magic used PowerMagic backdoor to gain access to organizations in Donesk, Lugansk and Crimea regions beginning in 2022","A previously unknown APT group, tracked by Kaspersky under the designation Bad Magic, gained access to agricultural, governmental, and transport organizations in the Ukrainian regions of Donetsk, Lugansk, and the Crimean Peninsula beginning on 28 April 2022 at the earliest, the Russian IT security firm discovered in October 2022 and reported in March 2023. Lures deployed in the campaign referenced pronouncements by representatives of the Russia-backed separatist Donetsk People's Republic in occupied parts of eastern Ukraine.
The hackers used the Powermagic backdoor to burrow into systems in the targeted organizations to deploy a versatile malware framework, Kaspersky named CommonMagic.
Malwarebytes published a technical report on May 10, 2023 on five detected cyber operations of Red Stinger, which is just the name given to Bad Magic by Malwarebytes. The cyber operation they named Cyber Operation 5 corresponds to the present cyber incident reported by Kaspersky. Malwarebytes noted that the aim of the hacking group was to monitor officers and individuals involved in the annexation referendums in Luhansk, Donetsk, Zaporizhzhia and Kherson in late September 2022. In its technical report, Malwarebytes listed five different targets, including workers in the Yasinovataya administration in Donetsk, the Donetsk People's Republic (DPR) administration in the port of Mariupol, an individual holding the advisory position in the Central Election Commission of the Russian Federation, a target related to the Ministry of Transport or its equivalent, and a library in Vinnitsya. ",2022,4,28,,,,IT-security company,[322],Hijacking without Misuse,[367],Central Election Commission (CEC; Russia) - Yasinovataya - Mariupol - Not available,Critical infrastructure;  State institutions / political system;  State institutions / political system,Civil service / administration; Election infrastructure / related systems; Food; Transportation,"[385, 942, 809, 738]",Red Stinger / Bad Magic,Unknown - not attributed,2,16029; 16030,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Technical Reports,[596],IT-security community attributes attacker; IT-security community attributes attacker,Technical Reports,[596],Kaspersky; MalwareBytes,"Asia, North America",Red Stinger / Bad Magic; Red Stinger / Bad Magic,,6,,Unknown - not attributed,Unattributed,[164],securelist,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,2.0,Not available,0.0,euro,1.0,None/Negligent,2,Due diligence; Sovereignty,Conflict and Security Law; Due Diligence,"[564, 772]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,securityaffairs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"New APT group Bad Magic used PowerMagic backdoor to gain access to organizations in Donesk, Lugansk and Crimea regions beginning in 2022","A previously unknown APT group, tracked by Kaspersky under the designation Bad Magic, gained access to agricultural, governmental, and transport organizations in the Ukrainian regions of Donetsk, Lugansk, and the Crimean Peninsula beginning on 28 April 2022 at the earliest, the Russian IT security firm discovered in October 2022 and reported in March 2023. Lures deployed in the campaign referenced pronouncements by representatives of the Russia-backed separatist Donetsk People's Republic in occupied parts of eastern Ukraine.
The hackers used the Powermagic backdoor to burrow into systems in the targeted organizations to deploy a versatile malware framework, Kaspersky named CommonMagic.
Malwarebytes published a technical report on May 10, 2023 on five detected cyber operations of Red Stinger, which is just the name given to Bad Magic by Malwarebytes. The cyber operation they named Cyber Operation 5 corresponds to the present cyber incident reported by Kaspersky. Malwarebytes noted that the aim of the hacking group was to monitor officers and individuals involved in the annexation referendums in Luhansk, Donetsk, Zaporizhzhia and Kherson in late September 2022. In its technical report, Malwarebytes listed five different targets, including workers in the Yasinovataya administration in Donetsk, the Donetsk People's Republic (DPR) administration in the port of Mariupol, an individual holding the advisory position in the Central Election Commission of the Russian Federation, a target related to the Ministry of Transport or its equivalent, and a library in Vinnitsya. ",2022,4,28,,,,IT-security company,[322],Hijacking without Misuse,[367],Central Election Commission (CEC; Russia) - Yasinovataya - Mariupol - Not available,Critical infrastructure;  State institutions / political system;  State institutions / political system,Civil service / administration; Election infrastructure / related systems; Food; Transportation,"[385, 942, 809, 738]",Red Stinger / Bad Magic,Unknown - not attributed,2,16029; 16030,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Technical Reports,[596],IT-security community attributes attacker; IT-security community attributes attacker,Technical Reports,[596],Kaspersky; MalwareBytes,"Asia, North America",Red Stinger / Bad Magic; Red Stinger / Bad Magic,,6,,Unknown - not attributed,Unattributed,[164],securelist,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,2.0,Not available,0.0,euro,1.0,None/Negligent,2,Due diligence; Sovereignty,Conflict and Security Law; Due Diligence,"[564, 772]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,securityaffairs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Play ransomware group hit Dutch maritime logistics company Royal Dirkzwager ,"The Play ransomware group stole personal and business-related information from the Dutch maritime logistics company Royal Dirkzwager, as disclosed by the hacking group on its website on 13 March. 
CEO of Royal Dirkzwager, Joan Blaas, announced that he had reported the cyber incident to the Dutch Data Protection Authority and was negotiating with the extortionists. Attackers had gained access to servers holding data on contracts and other confidential personal information.",2023,3,6,,,,attacker,[304],Data theft; Disruption; Hijacking with Misuse; Ransomware,"[824, 310, 361, 367]",Royal Dirkzwager,Critical infrastructure,Transportation,[738],PLAY,Non-state-group,1,10024,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Media Reports,[235],Attacker confirms,Media Reports; Self-Attribution,"[235, 615]",PLAY,,PLAY,,6,,Non-state-group,Non-State Actors,[61],twitter,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Data Exfiltration,Data-related Actions,2,Not available,0,True,Sensitive Info,3,Long-term disruption (> 24h; incident scores 2 points in intensity),0,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,6,Moderate - high political importance,0,6.0,Medium,1,11.0,Weeks (< 4 weeks),5.0,Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ,Major data impact,1,1-10,1.0,1-10,0.0,Not available,0.0,euro,1.0,None/Negligent,2,Due diligence; Human rights,Due Diligence; Humanitarian Law,"[772, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,securityaffairs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Unattributed actors deployed Qakbot malware via OneNote documents against finance companies and government organizations in several countries since at least November 2022,"Unattributed actors deployed Qakbot malware via OneNote documents against a variety of countries and organizations since at least November 2022, according to a technical report by IT security company Trellix. 
Infections have been detecetd in the United States, India, Turkey, and Thailand. Affected organizations are active in the banking and financial sector, including wealth management firms, Additional targets are government institutions and outsourcing companies.
Trellix did not publicly connect the reported activity to a specific threat actor. The technique leveraged against the targets observed by Trellix, which disguises the Qakbot banking trojan as OneNote files, had first been reported by cybersecurity company Sophos on 6 February 2023, which tied the activity to the threat cluster TA577. ",2022,11,20,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available - Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition);  Critical infrastructure;  State institutions / political system,Finance; Government / ministries,"[949, 520]",Not available,Not available,1,16031,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Phishing,Deception and Manipulation,1,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,4.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,thehackernews,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Unattributed actors deployed Qakbot malware via OneNote documents against finance companies and government organizations in several countries since at least November 2022,"Unattributed actors deployed Qakbot malware via OneNote documents against a variety of countries and organizations since at least November 2022, according to a technical report by IT security company Trellix. 
Infections have been detecetd in the United States, India, Turkey, and Thailand. Affected organizations are active in the banking and financial sector, including wealth management firms, Additional targets are government institutions and outsourcing companies.
Trellix did not publicly connect the reported activity to a specific threat actor. The technique leveraged against the targets observed by Trellix, which disguises the Qakbot banking trojan as OneNote files, had first been reported by cybersecurity company Sophos on 6 February 2023, which tied the activity to the threat cluster TA577. ",2022,11,20,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available - Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition);  Critical infrastructure;  State institutions / political system,Finance; Government / ministries,"[949, 520]",Not available,Not available,1,16031,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Phishing,Deception and Manipulation,1,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Minor,2,5.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,4.0,Not available,0.0,euro,1.0,Not available,3,Sovereignty,Conflict and Security Law,[564],Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,thehackernews,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
